,title,writer,illustrator,genre,story,platform,thumb,url
30,아도니스,"구당,혜돌이",결정,"로맨스, 판타지","자신과 누구보다 닮았던 자, 그래서 서로에게만 집중했고 광적으로 집착했다.
다만 한쪽은 상대의 온기를, 한쪽은 완전히 꺾기를 원한 아르하드와 이아나.
주인공 이아나는 적국의 황제가 된 아르하드와의 싸움에서 삶을 미련 없이 끝내지만,
영문도 모른 채, 다시 되살아나 자신이 살아왔던 삶을 반복하게 된다.
전생에서 파국을 맞이하게 된 두 사람은, 새로운 생에서도 또다시 만나게 되고, 비극을 반복하게 되는 것일까….",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=PWkKI/hyATr1CSCg/NrOXdn1hQgTYmpzM2yddh0&filename=th2,https://page.kakao.com/home?seriesId=48697412
31,화산권마,우각,진선규,"액션, 무협","자신의 마을이 습격받고 유일하게 살아남은 담호, 하지만 담호는 절름발이다. 무인으로서 최악의 조건이지만 담호는 수련을 멈추지 않는다. 주변 사람들로부터 무인이 될 수 없다고 듣지만 끝까지 포기하지 않는 담호, 과연 그는 최고의 무인이 될 수 있을 것인가?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cgjIXG/hyVkI2CXF4/6pOOV3CUzwy61ldC6Uji20&filename=th2,https://page.kakao.com/home?seriesId=56505406
32,망할 가문을 살려보겠습니다,무늬랑,NU,"로맨스, 판타지","구성작가로 치열하게 살아가던 나 지연우는 
비명횡사 후 동료작가가 재미로 쓴 소설 [오시리아 연대기]에 빙의하고 만다.

그것도 몇 장 나오지 않았던 엘리어스 가문의 다섯째 딸, 
고도비만 준 히키코모리 영애인 태라 엘리어스로.

산넘어 산이라고 이 가문은 곧 역적으로 몰려 멸문하고, 
직계 가족은 모두 단두대 행! 
고로, 곧 태라도 죽는다.

그래서 태라는... 아니, 태라의 몸에 빙의한 지연우는 
최대한 이 가혹한 운명에서 벗어나려 고군분투한다.

그렇게 모든 일들이 순조롭게 흘러갈 줄 알았다. 온갖 재능을 신이 몰빵한 그 놈! 
제국 황위 서열 2위. 카일 아무르 2황자와 엮이지만 않았더라면...!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bGDZhi/hyATrglAdk/8FZPnniPpdRXJdkFeigRAk&filename=th2,https://page.kakao.com/home?seriesId=54740855
33,정령의 펜던트,발렌,빅피,소년만화,"제국의 살아 있는 전설, 란데르트 공작의 유일한 아들 바율.
어려서부터 환시와 환청을 겪으며 일상 생활에 어려움을 겪던 바율은
아버지의 강권으로 뒤늦게 캐링스턴 아카데미에 입학하게 된다.

집을 나오기 전의 우려와는 달리 바율은 아카데미 생활을 하며
따듯하고 개성 강한 친구들을 만나 조금씩 마음의 문을 열게 되고,
그곳에서 환시로만 알고 있었던 존재가 사라진 줄 알았던 정령임을 알게 되며
바율의 생활은 새로운 국면을 맞이하게 되는데…….",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cl8at5/hy41LwAfbv/m2eUQjPXrmF53ICiBPhFFK&filename=th2,https://page.kakao.com/home?seriesId=53096912
34,백련성신,은사해탈,연재공작실,"액션, 무협","백만 번의 단련을 통해 신의 경지에 오르다! 

집안의 몰락으로 하루아침에 노비가 된 나정이는 매일같이 비참한 나날들을 보낸다. 설상가상, 그의 여동생마저 옥에 갇히자 더욱 절망에 빠지는데…… 
그러던 중, 그는 아버지가 자신에게 유물로 남겨준 오래된 서책에서 거대한 힘을 흡수하여 병기가 돼 버리고, 인간과 요족 그리고 마족의 공법을 익히며 악당들과 끊임없이 싸워 나가 운명을 개척하게 된다. 
과연, 이 거대하고 신비로운 힘의 정체는 무엇일까? 그리고 그는 과연 여동생을 구할 수 있을 것인가?",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bfKp93/hyCviaaUmr/qF196NbnMtVqf376kT9C91&filename=th2,https://page.kakao.com/home?seriesId=53318356
35,롱리브더킹,버드나무숲,버드나무숲,드라마만화,"한 여인을 위해 불가능에 도전하는 남자가 있다. 의리와 사랑을 빼고는 아무것도 없다고 말하는 남자 장세출! 사랑하는 여인 강소현을 위해, 목숨보다 더 소중한 친구 정춘택을 위해, 목포 건달 장세출은 대통령이라는 꿈에 도전한다.
[매주 월요일 연재]",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dAtlY/hyATpI9YDi/0TS5mPhtYK9kVvJcgiV6b0&filename=th2,https://page.kakao.com/home?seriesId=47118512
36,혼자 레벨업 합니다,"방개,신필",방개,소년만화,"짐꾼으로 일하던 한열. 
오매불망 기다리던 각성과 함께 헌터가 되다!
그런데 이게 웬일? 

몬스터를 잡아서 레벨업을 하고, 
행동을 통해 스킬을 획득하라고?

************************************************************
신필 작가님의 인기 웹소설 <혼자 레벨업 합니다>을 웹툰으로 만나보세요!
************************************************************",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=wlZx2/hyLja89qAj/6SovvSku1KkpKSZsP68P6K&filename=th2,https://page.kakao.com/home?seriesId=55815081
37,투파창궁,천잠토두,"임상, 투파창공 만화제작팀",소년만화,"중국 최고 화제의 작품! 대륙의 전설!
카카오페이지 독점 연재!

화려한 마법도 눈부신 과학기술도 없다! 오로지 강한 자만이 살아남는 이곳은 투기대륙! 
세기의 천재 소년이라 불리던, 소운! 하지만 3년 전, 알 수 없는 원인으로 모든 투기를 잃어버리고 사람들의 무시와 천대를 받게 되는데... 
급기야 약혼녀마저 그에게 파혼을 고한다! 그런 소운 앞에 약진이 나타나, 그를 최고의 연단술사로 만들어 주겠다 약속하는데... 
소운은 과연 지난날의 치욕을 씻고 대륙 최고의 자리에 오를 수 있을까?


해당 작품은 웨원그룹 치뎬중문망 작가 천잠토두의 원작 소설에 근거하여 웹툰화하였습니다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=b6q4kR/hyATuw8DZk/R98naJzBHeSsV8AGdkAHX1&filename=th2,https://page.kakao.com/home?seriesId=53114649
38,"황녀, 반역자를 각인시키다","수리(COPIN),이린비",사공(COPIN),"로맨스, 판타지","호문클루스에 의해 황실은 망하고 제7황녀, 이뷔엔로즈는 그들 편에 선 동생에 의해 독약을 마시고 죽는다. 다시 눈을 떴을 때, 8년 전으로 돌아와 있었고 그녀는 황실의 몰락을 막기 위해 호문클루스들의 왕이자 공중감옥의 괴물 '미카엘'을 자신의 기사로 들이기로 한다.

""미카엘, 난 그대가 필요해. 아주 절실하게 말이야.""",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dHFMo/hyVkNcazT0/5MGKFdOZRmcCRH35JacHH0&filename=th2,https://page.kakao.com/home?seriesId=56702100
39,책 먹는 마법사,메켄로,크루 이스트우드,소년만화,"“…학생, 자네가 지금 몇 서클이지?”

3년째 아카데미를 졸업하지 못하고 있는 낙제생, 테오도르 밀러.
명석한 두뇌와 의지만으로는 재능이란 벽을 뛰어넘어 수 없었고,
마법사가 될 수 없는 불운한 현실은 계속 되었다.

그렇게 절망과 한숨의 나날 끝에 새로운 전환 점이 찾아오게 되는데...

탐욕스럽게 지식을 탐닉하고 주인의 힘으로 만들어주는 탐욕의 마도서, 
'글러트니'가 테오도르의 손에 깃들게 되었다.

어느 책이든 손만 뻗으면 그 속의 어떤 마법이라도 그의 것이 된다.
이제 수석 졸업은 따놓은 당상! 아니, 세계 정복도 시간문제?!

“그래, 전부 다 먹어 치워주마!”

노력과 근성만으로는 안 된다고? 그게 아니라 다 때가 있는 법!
순도 99% 노력파 마법사에게 '살짝 귀찮은' 1%의 기연이 찾아왔다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=beTh7b/hy41IF1EDT/fMlkIg2OYWVBuuyLozPKz1&filename=th2,https://page.kakao.com/home?seriesId=57464612
40,당근 있어요?,제이제이,하토,"BL, GL","금사빠 복학생 장재웅.
심성 착하고 눈치 빠릿하지만 어딘지 맹한 구석이 있는 재웅은 캠퍼스에서 마주친 한 남자에게 첫눈에 반한다.
남자의 눈에 들기 위해 그의 주변을 열심히 맴도는 것까진 좋았는데... 재웅은 한 순간의 착각으로 연애는 커녕 신변의 위기에 빠지게 된다...!

&#35;조폭공 &#35;연상공 &#35;츤데레공 &#35;댕댕수 &#35;연하수 &#35;얼빠수 &#35;직진수

(해당 작품은 15세이용가로 개정된 '일반판' 작품입니다.)",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bxWVWL/hzacd8zhM5/BVGMMmESRZyWCsUJ9uWw6K&filename=th2,https://page.kakao.com/home?seriesId=57706738
41,요신기,아이리더,아이리더,소년만화,최강 음양사인 비류는 신비한 힘을 갖고 있는 <시공요괴의서>로 인해 환생하게 된다. 전생에서의 적과 그들에 대한 복수의 마음으로 다시 처음부터 수련을 해나가는 비류! 과연 그는 다시 최강의 자리에 오를 수 있을까?,카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=hChX5/hyCvhI49kL/3EMKmPB1ONadECN3gho2y1&filename=th2,https://page.kakao.com/home?seriesId=51396640
42,그 책에 마음을 주지 마세요,문시현,임조조,"로맨스, 판타지","로맨스 피폐 소설 「루스벨라의 빛」
엑스트라인 황제의 여덟 번째 황녀로 환생에 새로운 삶을 꿈꾸던 아실리 로제,

그런 그녀의 앞에 미래를 예지하는 일기장이 나타나는데…….

「너에게 난 어떤 의미인가?
질문이 끝나자 황태자님이 예쁘게 웃더니, 날 죽였다.」

피도 눈물도 없는 황태자에게 살해당할 미래만을 예고하는 일기장.
불행히도 아실리는 죽어도 죽어도 다시 살아나 계속 살해당했다.

반복되는 죽음 속에서 천천히 미소를 잃고 변해가는 아실리.

도무지 피할 길이 없는 죽음, 이 미래를 피해 생존할 수 있을까?

한데 어째서인지 메말라 갈수록 아실리 곁에는 
사랑을 갈구하는 남자들이 모여드는데…….

“제가 오라버니에게 무엇을 줄 수 있는데요?”
“이름을 불러 봐.”

이 사랑은 모두가 진짜일까?

“사랑합니다. 당신을 갖고 싶은 욕심은 사랑이 아닙니까?”

다가오는 남자들의 진심은?

“웃기지 마. 내 삶은 내 거야.”",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=dkoGao/hyZ8A7w3Qc/ITbJtWWXAVYJp3kBACira1&filename=th2,https://page.kakao.com/home?seriesId=57177092
43,튜토리얼이 너무 어렵다,"이마에 다이키,gandara",이마에 다이키,소년만화,"gandara 퓨전 판타지 장편소설 '튜토리얼이 너무 어렵다' 가 웹툰으로 독자 여러분을 찾아갑니다.

삶이 무료하던 어느 날, 내 눈앞에 나타난 초대 메세지. 
[튜토리얼 세계에 입장하시겠습니까?] 

그리고 뒤이어 나타난 난이도 선택 창. 
[이지] [노말] [하드] [헬] 나는 주저없이 헬 난이도를 선택했다. 

그리고 후회했다. 

아무리 헬 난이도라지만, 이건 너무 심하잖아.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cof1Bi/hyQ9Q45PWC/L84IXRvtte4PTzZS6dXbB0&filename=th2,https://page.kakao.com/home?seriesId=56443245
44,"천마, 리치왕의 무림을 부수다","붕뎅,조형근","붕뎅, 노도뱀, 유준호, 만순","액션, 무협","신마경의 경지에 도달하기 위해 발을 띄우던 중 알 수 없는 전음이 방해하기 시작했다.
결국 집중력이 흐트러져 주화입마에 빠져 쓰러지고,
한달 후 눈을 떠보니 이계에서 '리치왕'이란 자가 넘어와 무림을 뒤엎어 버린 후였다.
천마신교마저 뒤엎어버린 리치왕과의 대결을 마치고

140년이 지난 후 깨어난 무림은 무공과 마법이 공존하고 있었다.",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cSNIYU/hy41O64Fhu/EBsV20NgKCOBUZcfb9iICK&filename=th2,https://page.kakao.com/home?seriesId=57164369
45,오늘부터 황녀?!,니웨,HAMPIG,"로맨스, 판타지","자신의 삶을 내던져가며 마왕을 물리치라는 사명을 달성한 용사,
그녀의 남은 인생은 찬란한 빛의 길만 펼쳐질 것처럼 보였으나…
현실은 시궁창! 지칠 대로 지친 그녀는 평범한 삶을 되찾고자 소원을 빈다.

""시간을 되돌려 주세요.""
.
.
.
그런데 평범한 삶은 어디에…?

""이 아이야말로 짐이 12년 전에 잃어버린 황녀가 확실하다.""

이름도 없는 빈털터리 용사에서
모든 걸 다 가진 황녀, 나나엘이 되어버렸다!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=q5nJN/hy41Qj7EdG/q2yxuTYAdPczsD5sihMGR0&filename=th2,https://page.kakao.com/home?seriesId=57611444
46,나를 기억하나요,히가시무라 아키코,히가시무라 아키코,로맨스,"코흘리개 3학년을 좋아하는 6학년이라니! 
그 시절, 3살 어린 남자애를 좋아한다는 사실이 놀림감이 될까봐 두려웠던 지현은 자신의 마음을 숨기고 되려 중학생이었던 그 애의 형을 좋아한다고 거짓말을 한다. 그럼에도 불구하고 자신을 찾아와 용기내어 고백하던 어린 남자애... 
하지만 그 고백에 아무런 답도 하지 못한 채 그 애는 이사를 떠나고... 이 후 20년 가까이 만난 적도 떠올린 적도 없다. 
고 생각했었다. 그런데 이게 웬일... 서른살이 된 생일 아침 깨닫고야 만 것이다! 어언 20년. 자신의 무의식이 그토록 좋아했던 남자들이 하나같이 그 애와 닮아있다는 사실을...! 
한 순간에 '나'를 17년 전 여름으로 돌려놓은 그 아이. 지금 어디에서 어떻게 지내고 있을까?... 그 아이도 나를 기억하고 있을까?!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cSoIgy/hy41H00NFE/juIgEt25Th0lkY0C9SMhe1&filename=th2,https://page.kakao.com/home?seriesId=54699584
47,돈 터치 미,이농,이농,"BL, GL","쾌활한 신입생 강도경,
그에게는 사고를 예고하는 ‘검은 그림자’가 보인다?!

그런 도경 앞에 ‘온몸이 짙은 그림자에 감싸인’ 남자,
스치기만 해도 재수가 옴붙는다는 싸가지 선배 박우현이 등장하는데...

""선배에게서 어둠의 기운이 보여요!""
""꺼져.""

우현의 사고를 방지하고자 졸졸 따라다니던 어느날,
선배의 손을 잡게 된 도경!
'어라, 연기가 사라지는 것 같은데...?'

""선배! 한번만 더 만져봐도 돼요?""
""꺼지라고!""
 
제발 만지게 해주세요!
<Don't Touch Me>",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=cOfcJG/hyCvgxkGfy/YltJErJXJn31nLJR8boNN1&filename=th2,https://page.kakao.com/home?seriesId=55069186
48,리부트 시스템,"추산, 이수","추산, 이수",소년만화,"서기 2036년,
시공간과 차원이 급작스레 꼬이게 된다.

그로 인한 '공간 균열'이 지구에 '몬스터'를 흘러들어오게 만든 것이다.
몬스터로 인해 점점 황폐해지는 지구, 죽어가는 사람들...
그들은 수많은 연구 끝에 새로운 차원을 찾아냈다.

이 차원에는 게임처럼 '시스템'이 존재한다.

만년 레벨 3에 머무르고 있는 주인공, 이민규.
아카데미 입학 당시에는 천재라 불렸으나... 지금은 레벨업도 못하는 찌질이 취급을 당하고 있다.

그런 그가 '절대자' 시스템을 만나고,

인생이 완전히 달라졌다?!

사랑하는 사람들을 지키기 위해 강해진
돈귀신 민규의 먼치킨 행진기,
즐겁게 감상해 주세요!",카카오페이지,http://dn-img-page.kakao.com/download/resource?kid=bJzn4x/hzacfrPFmj/QWxwJWbHvXDAOhWBwZSPuk&filename=th2,https://page.kakao.com/home?seriesId=57706650
