,title,img_src,url,platform
70,마도,https://shared-comic.pstatic.net/thumb/webtoon/737021/thumbnail/thumbnail_IMAG10_ddc03348-11b0-470b-bb76-688776b94479.jpg,https://comic.naver.com/webtoon/list?titleId=737021,naver
71,맘마미안,https://shared-comic.pstatic.net/thumb/webtoon/729326/thumbnail/thumbnail_IMAG10_ce9a3264-eabc-4f64-bf47-a620ed4f8899.jpg,https://comic.naver.com/webtoon/list?titleId=729326,naver
72,로맨스는 살벌하게,https://shared-comic.pstatic.net/thumb/webtoon/773645/thumbnail/thumbnail_IMAG10_eec6e37d-09fb-404a-8f59-35fb0d9d82d8.jpg,https://comic.naver.com/webtoon/list?titleId=773645,naver
73,대디고라운드,https://shared-comic.pstatic.net/thumb/webtoon/773640/thumbnail/thumbnail_IMAG10_e31cacbd-b74f-49a4-8b54-d010edc36ead.jpg,https://comic.naver.com/webtoon/list?titleId=773640,naver
74,도리내리,https://shared-comic.pstatic.net/thumb/webtoon/773643/thumbnail/thumbnail_IMAG10_88ef3e54-1ce4-4765-89c9-d3eeb9d48e3c.jpg,https://comic.naver.com/webtoon/list?titleId=773643,naver
75,자취방 신선들,https://shared-comic.pstatic.net/thumb/webtoon/758587/thumbnail/thumbnail_IMAG10_c55ec5af-63f5-4f34-9a57-a074cd41a1bf.jpg,https://comic.naver.com/webtoon/list?titleId=758587,naver
76,아내를 죽였다,https://shared-comic.pstatic.net/thumb/webtoon/772005/thumbnail/thumbnail_IMAG10_544f962d-b702-4224-9aee-4a629b436270.jpg,https://comic.naver.com/webtoon/list?titleId=772005,naver
77,오늘또오늘,https://shared-comic.pstatic.net/thumb/webtoon/773642/thumbnail/thumbnail_IMAG10_b01fa095-95f0-4d39-947b-cbbbb6d9e558.jpg,https://comic.naver.com/webtoon/list?titleId=773642,naver
78,토끼대왕,https://shared-comic.pstatic.net/thumb/webtoon/742826/thumbnail/thumbnail_IMAG10_0e4dc2ea-de51-4100-9047-ab4390a30b9c.jpg,https://comic.naver.com/webtoon/list?titleId=742826,naver
79,복학생 정순이,https://shared-comic.pstatic.net/thumb/webtoon/735243/thumbnail/thumbnail_IMAG10_4a933ebd-2895-4c8c-bea9-f57f728c0fd1.jpg,https://comic.naver.com/webtoon/list?titleId=735243,naver
80,살人스타그램,https://shared-comic.pstatic.net/thumb/webtoon/726095/thumbnail/thumbnail_IMAG10_dc0e2732-a4a9-4d99-81cc-be83afa6e3c6.jpg,https://comic.naver.com/webtoon/list?titleId=726095,naver
81,격기3반,https://shared-comic.pstatic.net/thumb/webtoon/701535/thumbnail/thumbnail_IMAG10_48867315-58f2-44fb-913c-25cfe2cd307d.jpg,https://comic.naver.com/webtoon/list?titleId=701535,naver
82,당신의 향수,https://shared-comic.pstatic.net/thumb/webtoon/741150/thumbnail/thumbnail_IMAG10_76ed0838-0617-4f9e-8d95-184e7326a5e2.jpg,https://comic.naver.com/webtoon/list?titleId=741150,naver
83,스몰,https://shared-comic.pstatic.net/thumb/webtoon/745236/thumbnail/thumbnail_IMAG10_2d36b3f5-b679-4444-89d7-58354c72dc57.jpg,https://comic.naver.com/webtoon/list?titleId=745236,naver
84,도를 아십니까,https://shared-comic.pstatic.net/thumb/webtoon/747666/thumbnail/thumbnail_IMAG10_2a38d3f2-d060-4ce8-91b9-cfacd84bd04a.jpg,https://comic.naver.com/webtoon/list?titleId=747666,naver
85,불티,https://shared-comic.pstatic.net/thumb/webtoon/772002/thumbnail/thumbnail_IMAG10_a61b6d24-c6ff-4f9e-8159-af8a5c6cc52b.jpg,https://comic.naver.com/webtoon/list?titleId=772002,naver
86,제7원,https://shared-comic.pstatic.net/thumb/webtoon/772004/thumbnail/thumbnail_IMAG10_1ee8568a-e9bc-478e-916a-af4a1fadde70.jpg,https://comic.naver.com/webtoon/list?titleId=772004,naver
87,DEY 호러채널(일반판),https://shared-comic.pstatic.net/thumb/webtoon/774762/thumbnail/thumbnail_IMAG10_1621b91d-64ec-4d05-bd3a-e31f3d322f8f.jpg,https://comic.naver.com/webtoon/list?titleId=774762,naver
88,금혼령-조선혼인금지령,https://shared-comic.pstatic.net/thumb/webtoon/729938/thumbnail/thumbnail_IMAG10_c53d777e-2ef6-48a5-8e73-1afab8d144e8.jpg,https://comic.naver.com/webtoon/list?titleId=729938,naver
